com,gene,pval_corrected,counts_in_com,com_size,total_gene_appearances
1.0,ADH4,5.181006111040237e-57,37.0,492.0,42.0
1.0,CYP1A2,5.181006111040237e-57,37.0,492.0,42.0
1.0,CYP3A4,1.6056644674775e-53,37.0,492.0,44.0
1.0,CYP2C8,2.5487036468146985e-53,32.0,492.0,34.0
1.0,AKR1C3,1.2737960528752175e-49,53.0,492.0,87.0
1.0,CYP2C9,1.7700214781108517e-49,30.0,492.0,32.0
1.0,CYP8B1,1.8235413331054885e-47,30.0,492.0,33.0
1.0,ALDH1B1,7.685147863628944e-46,27.0,492.0,28.0
1.0,AKR1D1,1.2257442728701877e-45,28.0,492.0,30.0
1.0,CYP27A1,8.6767174734372035e-44,30.0,492.0,35.0
1.0,CYP2C19,1.018703150466078e-43,27.0,492.0,29.0
1.0,ALDH2,1.1241974917904273e-43,29.0,492.0,33.0
1.0,AKR1C1,4.954433932751699e-42,34.0,492.0,45.0
1.0,CYP2D6,4.659021143120388e-40,24.0,492.0,25.0
1.0,CYP11A1,4.978674760169749e-40,28.0,492.0,33.0
1.0,CYP17A1,7.013973722619535e-40,25.0,492.0,27.0
1.0,ALDH7A1,7.840002450224956e-40,26.0,492.0,29.0
1.0,AKR1C2,8.446279962298687e-40,32.0,492.0,42.0
1.0,CYP11B1,1.1417626716800079e-38,29.0,492.0,36.0
1.0,CYP2A13,1.816543882594992e-38,22.0,492.0,22.0
1.0,HADHA,2.900481198974616e-38,34.0,492.0,48.0
1.0,CYP4F11,3.9449824171549616e-38,23.0,492.0,24.0
1.0,CYP11B2,5.241851472200829e-38,31.0,492.0,41.0
1.0,CYP46A1,5.809064396060462e-38,24.0,492.0,26.0
1.0,AKR1C4,3.05963102689117e-37,36.0,492.0,54.0
1.0,CYP2B6,1.5536394615132934e-36,21.0,492.0,21.0
1.0,SDHD,1.5536394615132934e-36,21.0,492.0,21.0
1.0,EHHADH,1.5840935040732253e-36,27.0,492.0,33.0
1.0,MTRR,2.7800844738307363e-36,26.0,492.0,31.0
1.0,CYP2A7,3.3411341978730165e-36,22.0,492.0,23.0
1.0,CYP2U1,3.3411341978730165e-36,22.0,492.0,23.0
1.0,CYP4B1,3.3411341978730165e-36,22.0,492.0,23.0
1.0,TBXAS1,3.3411341978730165e-36,22.0,492.0,23.0
1.0,PHYH,4.1416819141830485e-36,25.0,492.0,29.0
1.0,CYP2R1,5.050302702148868e-36,24.0,492.0,27.0
1.0,HSD17B4,6.234581559591313e-35,30.0,492.0,41.0
1.0,SDHA,1.3302624668071823e-34,20.0,492.0,20.0
1.0,CYP1A1,1.4031720018464687e-34,35.0,492.0,54.0
1.0,HSD3B1,2.8303289943154608e-34,21.0,492.0,22.0
1.0,CYP21A2,3.1819752987469773e-34,24.0,492.0,28.0
1.0,CYP3A5,4.030350488650669e-34,23.0,492.0,26.0
1.0,CYP4A22,4.030350488650669e-34,23.0,492.0,26.0
1.0,GSTK1,4.030350488650669e-34,23.0,492.0,26.0
1.0,CYP2A6,1.1403972923304876e-32,19.0,492.0,19.0
1.0,CYP2S1,1.1403972923304876e-32,19.0,492.0,19.0
1.0,CYP4F3,1.1403972923304876e-32,19.0,492.0,19.0
1.0,CYP4F8,1.1403972923304876e-32,19.0,492.0,19.0
1.0,SDHC,1.1403972923304876e-32,19.0,492.0,19.0
1.0,CYP2F1,2.398099940104354e-32,20.0,492.0,21.0
1.0,HSD3B2,2.398099940104354e-32,20.0,492.0,21.0
1.0,CYP3A7,3.202134904611333e-32,22.0,492.0,25.0
1.0,CYP2C18,3.2678174769913895e-32,21.0,492.0,23.0
1.0,CYP2J2,3.2678174769913895e-32,21.0,492.0,23.0
1.0,CYP39A1,3.2678174769913895e-32,21.0,492.0,23.0
1.0,ECHS1,3.2678174769913895e-32,21.0,492.0,23.0
1.0,SDHB,3.2678174769913895e-32,21.0,492.0,23.0
1.0,DLD,5.683513771750222e-32,29.0,492.0,41.0
1.0,ADH5,5.468379734433332e-31,24.0,492.0,30.0
1.0,CYP3A43,2.0322392503817975e-30,19.0,492.0,20.0
1.0,CYP4F22,2.0322392503817975e-30,19.0,492.0,20.0
1.0,ADH1C,2.6864202508456816e-30,20.0,492.0,22.0
1.0,ALDH3A2,3.0072994585082403e-30,28.0,492.0,40.0
1.0,CYP26A1,1.5742873773409942e-29,24.0,492.0,31.0
1.0,PTGIS,2.4336896534496743e-29,30.0,492.0,46.0
1.0,GGT5,3.740843662621449e-29,23.0,492.0,29.0
1.0,NDUFAB1,3.740843662621449e-29,23.0,492.0,29.0
1.0,CYP2E1,3.7514612621701745e-29,26.0,492.0,36.0
1.0,ADH1B,1.7224430616297714e-28,18.0,492.0,19.0
1.0,ALDH9A1,1.989707776028094e-28,20.0,492.0,23.0
1.0,P4HA2,1.989707776028094e-28,20.0,492.0,23.0
1.0,ALOX5AP,1.0129659236339509e-27,23.0,492.0,30.0
1.0,MGST3,7.248069267700547e-27,16.0,492.0,16.0
1.0,ADH1A,1.0260258803678996e-26,20.0,492.0,24.0
1.0,NDUFS2,1.0260258803678996e-26,20.0,492.0,24.0
1.0,NDUFB8,1.4600121169462152e-26,17.0,492.0,18.0
1.0,FDX2,1.5537833589438884e-26,19.0,492.0,22.0
1.0,P4HA3,1.5537833589438884e-26,19.0,492.0,22.0
1.0,ADH6,1.800424927830526e-26,18.0,492.0,20.0
1.0,CYP27C1,1.800424927830526e-26,18.0,492.0,20.0
1.0,CYP4F12,1.800424927830526e-26,18.0,492.0,20.0
1.0,NDUFV2,1.800424927830526e-26,18.0,492.0,20.0
1.0,ACOX2,2.127665481680567e-26,27.0,492.0,41.0
1.0,CYP26C1,6.398476461513163e-26,22.0,492.0,29.0
1.0,GGT1,3.8370912286446295e-25,25.0,492.0,37.0
1.0,MMACHC,3.969325853040601e-25,23.0,492.0,32.0
1.0,CYP2W1,6.25382195421018e-25,15.0,492.0,15.0
1.0,GSTA1,6.25382195421018e-25,15.0,492.0,15.0
1.0,GSTT1,6.25382195421018e-25,15.0,492.0,15.0
1.0,DHRS9,7.544381621571386e-25,19.0,492.0,23.0
1.0,NDUFV1,7.544381621571386e-25,19.0,492.0,23.0
1.0,AKR1A1,1.2043039953491757e-24,18.0,492.0,21.0
1.0,SRD5A2,1.4663216461469542e-24,17.0,492.0,19.0
1.0,ACADM,1.0881250353055884e-23,20.0,492.0,26.0
1.0,ACOX3,2.185440645122196e-23,22.0,492.0,31.0
1.0,P4HA1,2.6418261399551474e-23,19.0,492.0,24.0
1.0,GSTZ1,4.100074482700085e-23,25.0,492.0,39.0
1.0,AKR1B15,5.40764628882009e-23,14.0,492.0,14.0
1.0,ME3,5.40764628882009e-23,14.0,492.0,14.0
1.0,PTGS1,5.40764628882009e-23,14.0,492.0,14.0
1.0,NDUFA9,5.478268460109758e-23,18.0,492.0,22.0
1.0,NDUFS1,5.478268460109758e-23,18.0,492.0,22.0
1.0,HADHB,7.518468887681978e-23,21.0,492.0,29.0
1.0,ALKBH3,9.253770343268284e-23,17.0,492.0,20.0
1.0,GSTO2,9.253770343268284e-23,17.0,492.0,20.0
1.0,AOC2,1.0489973353484398e-22,15.0,492.0,16.0
1.0,NDUFA1,1.0489973353484398e-22,15.0,492.0,16.0
1.0,NDUFA10,1.0489973353484398e-22,15.0,492.0,16.0
1.0,NDUFA3,1.0489973353484398e-22,15.0,492.0,16.0
1.0,NDUFA5,1.0489973353484398e-22,15.0,492.0,16.0
1.0,NDUFA6,1.0489973353484398e-22,15.0,492.0,16.0
1.0,NDUFB1,1.0489973353484398e-22,15.0,492.0,16.0
1.0,NDUFB10,1.0489973353484398e-22,15.0,492.0,16.0
1.0,NDUFB2,1.0489973353484398e-22,15.0,492.0,16.0
1.0,NDUFB3,1.0489973353484398e-22,15.0,492.0,16.0
1.0,NDUFB4,1.0489973353484398e-22,15.0,492.0,16.0
1.0,NDUFB5,1.0489973353484398e-22,15.0,492.0,16.0
1.0,NDUFB6,1.0489973353484398e-22,15.0,492.0,16.0
1.0,NDUFB7,1.0489973353484398e-22,15.0,492.0,16.0
1.0,NDUFC1,1.0489973353484398e-22,15.0,492.0,16.0
1.0,NDUFS5,1.0489973353484398e-22,15.0,492.0,16.0
1.0,ADH7,1.8810221211476355e-22,24.0,492.0,37.0
1.0,AKR1B10,2.3954045007675124e-22,20.0,492.0,27.0
1.0,DDC,2.3954045007675124e-22,20.0,492.0,27.0
1.0,ACOX1,1.710452050542238e-21,24.0,492.0,38.0
1.0,AMACR,1.782049710877234e-21,18.0,492.0,23.0
1.0,ALDH3A1,3.92126388004838e-21,17.0,492.0,21.0
1.0,FDXR,3.92126388004838e-21,17.0,492.0,21.0
1.0,P4HTM,3.92126388004838e-21,17.0,492.0,21.0
1.0,PCCA,4.2158816237854474e-21,20.0,492.0,28.0
1.0,AKR7A2,4.687570908777874e-21,13.0,492.0,13.0
1.0,HSD17B11,4.687570908777874e-21,13.0,492.0,13.0
1.0,TXNRD3,4.687570908777874e-21,13.0,492.0,13.0
1.0,AGPS,7.039185196750751e-21,16.0,492.0,19.0
1.0,HSD3B7,7.039185196750751e-21,16.0,492.0,19.0
1.0,NDUFS6,7.039185196750751e-21,16.0,492.0,19.0
1.0,NDUFS8,7.039185196750751e-21,16.0,492.0,19.0
1.0,FMO3,8.889578772035565e-21,14.0,492.0,15.0
1.0,ACADS,9.593313995153636e-21,15.0,492.0,17.0
1.0,NDUFA2,9.593313995153636e-21,15.0,492.0,17.0
1.0,NDUFA8,9.593313995153636e-21,15.0,492.0,17.0
1.0,NDUFB9,9.593313995153636e-21,15.0,492.0,17.0
1.0,NDUFV3,9.593313995153636e-21,15.0,492.0,17.0
1.0,AOX1,1.4127684703388947e-20,19.0,492.0,26.0
1.0,FDX1,1.520727498043556e-20,21.0,492.0,31.0
1.0,DUOX1,4.322683174934662e-20,18.0,492.0,24.0
1.0,HSD17B1,4.322683174934662e-20,18.0,492.0,24.0
1.0,ACAA1,6.070899229651192e-20,20.0,492.0,29.0
1.0,CYP19A1,1.0749935905687735e-19,28.0,492.0,52.0
1.0,AKR1B1,1.3196505806688296e-19,26.0,492.0,46.0
1.0,HADH,1.6795238279969945e-19,21.0,492.0,32.0
1.0,CYP24A1,2.2941946699249767e-19,19.0,492.0,27.0
1.0,GGT7,2.2941946699249767e-19,19.0,492.0,27.0
1.0,RDH8,2.7607185501395525e-19,16.0,492.0,20.0
1.0,CBR3,4.0750591344456996e-19,12.0,492.0,12.0
1.0,OGFOD2,4.0750591344456996e-19,12.0,492.0,12.0
1.0,OGFOD3,4.0750591344456996e-19,12.0,492.0,12.0
1.0,NDUFC2,5.29167153297636e-19,15.0,492.0,18.0
1.0,UGT2B11,5.29167153297636e-19,15.0,492.0,18.0
1.0,UGT2B7,5.29167153297636e-19,15.0,492.0,18.0
1.0,ALDH1L1,7.530406605248015e-19,13.0,492.0,14.0
1.0,CHDH,7.530406605248015e-19,13.0,492.0,14.0
1.0,COQ6,7.530406605248015e-19,13.0,492.0,14.0
1.0,HSD17B7,7.530406605248015e-19,13.0,492.0,14.0
1.0,MT-ND1,7.530406605248015e-19,13.0,492.0,14.0
1.0,ACO2,7.691866650964256e-19,14.0,492.0,16.0
1.0,UQCRFS1,7.691866650964256e-19,14.0,492.0,16.0
1.0,GPX4,8.098848276556884e-19,18.0,492.0,25.0
1.0,NDUFS7,2.6234110479775483e-18,17.0,492.0,23.0
1.0,CYP4A11,3.945894444029281e-18,25.0,492.0,45.0
1.0,DAO,7.607351659849289e-18,16.0,492.0,21.0
1.0,LTC4S,7.607351659849289e-18,16.0,492.0,21.0
1.0,MT-ND4,7.607351659849289e-18,16.0,492.0,21.0
1.0,UGT1A3,1.2074221986961508e-17,18.0,492.0,26.0
1.0,UGT1A4,1.2074221986961508e-17,18.0,492.0,26.0
1.0,SCP2,1.2176704530800425e-17,27.0,492.0,52.0
1.0,ALDH1A3,1.871622146899436e-17,22.0,492.0,37.0
1.0,ME2,1.906696945553285e-17,15.0,492.0,19.0
1.0,MMAB,1.906696945553285e-17,15.0,492.0,19.0
1.0,P3H2,1.906696945553285e-17,15.0,492.0,19.0
1.0,P3H3,1.906696945553285e-17,15.0,492.0,19.0
1.0,CYP7B1,2.187699554207914e-17,23.0,492.0,40.0
1.0,UGT1A9,3.369718463077444e-17,19.0,492.0,29.0
1.0,CYP2D7,3.554509989318549e-17,11.0,492.0,11.0
1.0,CYP2G1P,3.554509989318549e-17,11.0,492.0,11.0
1.0,GSTA3,3.554509989318549e-17,11.0,492.0,11.0
1.0,LDHAL6A,3.554509989318549e-17,11.0,492.0,11.0
1.0,LDHAL6B,3.554509989318549e-17,11.0,492.0,11.0
1.0,HBQ1,3.9228051942985596e-17,14.0,492.0,17.0
1.0,HSD17B6,3.9228051942985596e-17,14.0,492.0,17.0
1.0,PTGES2,4.496732312859861e-17,17.0,492.0,24.0
1.0,HSD17B2,6.120954739270537e-17,13.0,492.0,15.0
1.0,MT-ND5,6.120954739270537e-17,13.0,492.0,15.0
1.0,UQCR10,6.120954739270537e-17,13.0,492.0,15.0
1.0,UQCRB,6.120954739270537e-17,13.0,492.0,15.0
1.0,ALDH1L2,6.374840347471062e-17,12.0,492.0,13.0
1.0,FMO2,6.374840347471062e-17,12.0,492.0,13.0
1.0,HSD17B14,6.374840347471062e-17,12.0,492.0,13.0
1.0,IDH3B,6.374840347471062e-17,12.0,492.0,13.0
1.0,NDUFA12,6.374840347471062e-17,12.0,492.0,13.0
1.0,UQCR11,6.374840347471062e-17,12.0,492.0,13.0
1.0,UQCRH,6.374840347471062e-17,12.0,492.0,13.0
1.0,CYP4F2,9.284639925176715e-17,25.0,492.0,47.0
1.0,CYP1B1,1.2212533162477347e-16,28.0,492.0,57.0
1.0,MAOA,1.4691846651730967e-16,18.0,492.0,27.0
1.0,GGT6,1.545390902397156e-16,16.0,492.0,22.0
1.0,NDUFS3,1.545390902397156e-16,16.0,492.0,22.0
1.0,ACOT8,3.169025135833774e-16,19.0,492.0,30.0
1.0,GSR,3.169025135833774e-16,19.0,492.0,30.0
1.0,MMUT,3.169025135833774e-16,19.0,492.0,30.0
1.0,MTR,3.169025135833774e-16,19.0,492.0,30.0
1.0,ACAT2,4.783508224808957e-16,15.0,492.0,20.0
1.0,GLRX2,4.783508224808957e-16,15.0,492.0,20.0
1.0,KYAT1,4.783508224808957e-16,15.0,492.0,20.0
1.0,NDUFA7,4.783508224808957e-16,15.0,492.0,20.0
1.0,NDUFS4,4.783508224808957e-16,15.0,492.0,20.0
1.0,PECR,4.783508224808957e-16,15.0,492.0,20.0
1.0,HSD17B8,6.12128792178291e-16,17.0,492.0,25.0
1.0,OGDH,6.12128792178291e-16,17.0,492.0,25.0
1.0,ACOXL,1.2876553776721596e-15,14.0,492.0,18.0
1.0,DDO,1.2876553776721596e-15,14.0,492.0,18.0
1.0,ETFDH,1.2876553776721596e-15,14.0,492.0,18.0
1.0,PLOD2,1.2876553776721596e-15,14.0,492.0,18.0
1.0,TDO2,1.2876553776721596e-15,14.0,492.0,18.0
1.0,BAAT,1.4911369998955538e-15,18.0,492.0,28.0
1.0,HSD17B3,2.859996208878079e-15,13.0,492.0,16.0
1.0,MT-ND6,2.859996208878079e-15,13.0,492.0,16.0
1.0,UGT1A5,2.859996208878079e-15,13.0,492.0,16.0
1.0,UGT2A3,2.859996208878079e-15,13.0,492.0,16.0
1.0,UGT2B15,2.859996208878079e-15,13.0,492.0,16.0
1.0,UGT2B17,2.859996208878079e-15,13.0,492.0,16.0
1.0,UGT2B28,2.859996208878079e-15,13.0,492.0,16.0
1.0,UGT2B4,2.859996208878079e-15,13.0,492.0,16.0
1.0,AKR1C8P,3.1128523380062717e-15,10.0,492.0,10.0
1.0,CBR1,3.1128523380062717e-15,10.0,492.0,10.0
1.0,FMO4,3.1128523380062717e-15,10.0,492.0,10.0
1.0,FMO5,3.1128523380062717e-15,10.0,492.0,10.0
1.0,GSTA5,3.1128523380062717e-15,10.0,492.0,10.0
1.0,GSTT2,3.1128523380062717e-15,10.0,492.0,10.0
1.0,LDHD,3.1128523380062717e-15,10.0,492.0,10.0
1.0,PPOX,3.1128523380062717e-15,10.0,492.0,10.0
1.0,PTGR1,3.1128523380062717e-15,10.0,492.0,10.0
1.0,SRD5A1,3.6162252825699835e-15,22.0,492.0,40.0
1.0,ECI1,4.825841765275865e-15,12.0,492.0,14.0
1.0,FMO1,4.825841765275865e-15,12.0,492.0,14.0
1.0,UGT2B10,4.825841765275865e-15,12.0,492.0,14.0
1.0,GSTM5,5.390952979419122e-15,11.0,492.0,12.0
1.0,IDH3A,5.390952979419122e-15,11.0,492.0,12.0
1.0,IL4I1,5.390952979419122e-15,11.0,492.0,12.0
1.0,LDHB,5.390952979419122e-15,11.0,492.0,12.0
1.0,MSMO1,5.390952979419122e-15,11.0,492.0,12.0
1.0,OGDHL,5.390952979419122e-15,11.0,492.0,12.0
1.0,PTGDS,5.390952979419122e-15,11.0,492.0,12.0
1.0,ECI2,6.795789658521848e-15,17.0,492.0,26.0
1.0,DHRS3,8.798803557032556e-15,15.0,492.0,21.0
1.0,GPX2,8.798803557032556e-15,15.0,492.0,21.0
1.0,CYP7A1,9.732231438394069e-15,24.0,492.0,47.0
1.0,ALDH1A1,1.826753620869839e-14,19.0,492.0,32.0
1.0,HMGCL,2.0431733755226232e-14,21.0,492.0,38.0
1.0,ALDH3B2,2.91622898997463e-14,14.0,492.0,19.0
1.0,DHRS4,2.91622898997463e-14,14.0,492.0,19.0
1.0,TPH2,2.91622898997463e-14,14.0,492.0,19.0
1.0,ALOX5,2.9755293242805694e-14,16.0,492.0,24.0
1.0,HSD11B2,2.9755293242805694e-14,16.0,492.0,24.0
1.0,BDH2,8.469181958859027e-14,13.0,492.0,17.0
1.0,IDH3G,8.469181958859027e-14,13.0,492.0,17.0
1.0,TAT,8.469181958859027e-14,13.0,492.0,17.0
1.0,UGT2A1,8.469181958859027e-14,13.0,492.0,17.0
1.0,DBH,1.1491015128251915e-13,19.0,492.0,33.0
1.0,GSTM4,1.2378623478531442e-13,15.0,492.0,22.0
1.0,CBLIF,2.0437008123436388e-13,12.0,492.0,15.0
1.0,HBM,2.0437008123436388e-13,12.0,492.0,15.0
1.0,HDC,2.0437008123436388e-13,12.0,492.0,15.0
1.0,HSD11B1,2.0437008123436388e-13,12.0,492.0,15.0
1.0,IDO2,2.0437008123436388e-13,12.0,492.0,15.0
1.0,TCN2,2.0437008123436388e-13,12.0,492.0,15.0
1.0,UQCRQ,2.0437008123436388e-13,12.0,492.0,15.0
1.0,BLVRB,2.739228117951376e-13,9.0,492.0,9.0
1.0,CYP4X1,2.739228117951376e-13,9.0,492.0,9.0
1.0,CYP4Z1,2.739228117951376e-13,9.0,492.0,9.0
1.0,TXNDC2,2.739228117951376e-13,9.0,492.0,9.0
1.0,PDHA1,2.99739162289213e-13,16.0,492.0,25.0
1.0,PDHA2,2.99739162289213e-13,16.0,492.0,25.0
1.0,PDHB,2.99739162289213e-13,16.0,492.0,25.0
1.0,ALDH4A1,3.760933567520301e-13,11.0,492.0,13.0
1.0,GLRX5,3.760933567520301e-13,11.0,492.0,13.0
1.0,SUOX,3.760933567520301e-13,11.0,492.0,13.0
1.0,MARC1,4.55156416665696e-13,10.0,492.0,11.0
1.0,MARC2,4.55156416665696e-13,10.0,492.0,11.0
1.0,RDH14,4.55156416665696e-13,10.0,492.0,11.0
1.0,SQOR,4.55156416665696e-13,10.0,492.0,11.0
1.0,TMLHE,4.55156416665696e-13,10.0,492.0,11.0
1.0,MAOB,4.557679497880149e-13,21.0,492.0,40.0
1.0,AOC3,4.817385456581049e-13,14.0,492.0,20.0
1.0,HAAO,4.817385456581049e-13,14.0,492.0,20.0
1.0,HAO2,4.817385456581049e-13,14.0,492.0,20.0
1.0,OGFOD1,4.817385456581049e-13,14.0,492.0,20.0
1.0,PCCB,4.817385456581049e-13,14.0,492.0,20.0
1.0,TPH1,4.817385456581049e-13,14.0,492.0,20.0
1.0,CYP26B1,4.844659705951018e-13,24.0,492.0,50.0
1.0,CBS,4.957903602738355e-13,17.0,492.0,28.0
1.0,MGST2,4.957903602738355e-13,17.0,492.0,28.0
1.0,MGST1,6.256696489700457e-13,18.0,492.0,31.0
1.0,UGT1A7,6.256696489700457e-13,18.0,492.0,31.0
1.0,ALDH3B1,1.3793080103454647e-12,15.0,492.0,23.0
1.0,CYC1,1.3793080103454647e-12,15.0,492.0,23.0
1.0,AADAT,1.7148204312539418e-12,13.0,492.0,18.0
1.0,ACAD9,1.7148204312539418e-12,13.0,492.0,18.0
1.0,BCO1,1.7148204312539418e-12,13.0,492.0,18.0
1.0,CH25H,1.7148204312539418e-12,13.0,492.0,18.0
1.0,HBD,1.7148204312539418e-12,13.0,492.0,18.0
1.0,HBE1,1.7148204312539418e-12,13.0,492.0,18.0
1.0,MT-ND2,1.7148204312539418e-12,13.0,492.0,18.0
1.0,TXNRD2,1.7148204312539418e-12,13.0,492.0,18.0
1.0,MCCC1,2.5202823807408847e-12,16.0,492.0,26.0
1.0,UGT1A8,3.2933447960382763e-12,19.0,492.0,35.0
1.0,CYP51A1,3.6231421281507967e-12,18.0,492.0,32.0
1.0,ME1,3.6231421281507967e-12,18.0,492.0,32.0
1.0,UQCRC1,5.398103231918272e-12,12.0,492.0,16.0
1.0,HBZ,6.0718497141392055e-12,14.0,492.0,21.0
1.0,PLOD1,6.0718497141392055e-12,14.0,492.0,21.0
1.0,EGLN3,1.2532350375245942e-11,15.0,492.0,24.0
1.0,HACL1,1.2532350375245942e-11,15.0,492.0,24.0
1.0,D2HGDH,1.4251029069312553e-11,11.0,492.0,14.0
1.0,GSTA4,1.4251029069312553e-11,11.0,492.0,14.0
1.0,LDHC,1.4251029069312553e-11,11.0,492.0,14.0
1.0,PAH,1.4251029069312553e-11,11.0,492.0,14.0
1.0,AHCY,1.8046392888975576e-11,16.0,492.0,27.0
1.0,DUOX2,1.8046392888975576e-11,16.0,492.0,27.0
1.0,HBA1,1.8046392888975576e-11,16.0,492.0,27.0
1.0,HBA2,1.8046392888975576e-11,16.0,492.0,27.0
1.0,EGLN2,1.881475471192995e-11,18.0,492.0,33.0
1.0,PAM,2.0195869389539657e-11,17.0,492.0,30.0
1.0,SRD5A3,2.0195869389539657e-11,17.0,492.0,30.0
1.0,DHRS11,2.4247704881453496e-11,8.0,492.0,8.0
1.0,GSTT2B,2.4247704881453496e-11,8.0,492.0,8.0
1.0,MT-ND4L,2.4247704881453496e-11,8.0,492.0,8.0
1.0,PTGR2,2.4247704881453496e-11,8.0,492.0,8.0
1.0,ACOT4,2.5207620913141004e-11,13.0,492.0,19.0
1.0,CYP4V2,2.5207620913141004e-11,13.0,492.0,19.0
1.0,HPGDS,2.5207620913141004e-11,13.0,492.0,19.0
1.0,MT-ND3,2.5207620913141004e-11,13.0,492.0,19.0
1.0,CYP27B1,2.8043429773692183e-11,26.0,492.0,61.0
1.0,CBSL,2.888339527462364e-11,10.0,492.0,12.0
1.0,CHAC2,2.888339527462364e-11,10.0,492.0,12.0
1.0,CSAD,2.888339527462364e-11,10.0,492.0,12.0
1.0,CYB5R2,2.888339527462364e-11,10.0,492.0,12.0
1.0,DMGDH,2.888339527462364e-11,10.0,492.0,12.0
1.0,ETFA,2.888339527462364e-11,10.0,492.0,12.0
1.0,ETHE1,2.888339527462364e-11,10.0,492.0,12.0
1.0,GADL1,2.888339527462364e-11,10.0,492.0,12.0
1.0,MOXD1,2.888339527462364e-11,10.0,492.0,12.0
1.0,MOXD2P,2.888339527462364e-11,10.0,492.0,12.0
1.0,ACADSB,3.833418474768167e-11,9.0,492.0,10.0
1.0,ALDH8A1,3.833418474768167e-11,9.0,492.0,10.0
1.0,BCKDHA,3.833418474768167e-11,9.0,492.0,10.0
1.0,SARDH,3.833418474768167e-11,9.0,492.0,10.0
1.0,UQCRHL,3.833418474768167e-11,9.0,492.0,10.0
1.0,CBR4,6.05829091870789e-11,14.0,492.0,22.0
1.0,QDPR,6.05829091870789e-11,14.0,492.0,22.0
1.0,UGT1A1,8.688451612736869e-11,23.0,492.0,51.0
1.0,DECR2,9.664434638066305e-11,12.0,492.0,17.0
1.0,HBG1,9.664434638066305e-11,12.0,492.0,17.0
1.0,HBG2,9.664434638066305e-11,12.0,492.0,17.0
1.0,RDH11,1.07306442266503e-10,17.0,492.0,31.0
1.0,NDUFA4,1.119522690299057e-10,16.0,492.0,28.0
1.0,ACADL,2.5621234572150166e-10,19.0,492.0,38.0
1.0,GSTM1,2.822362359544945e-10,13.0,492.0,20.0
1.0,RDH12,2.822362359544945e-10,13.0,492.0,20.0
1.0,UGT1A6,2.822362359544945e-10,13.0,492.0,20.0
1.0,MOCOS,3.313292939379521e-10,11.0,492.0,15.0
1.0,LDHA,4.933077334187536e-10,14.0,492.0,23.0
1.0,SHMT2,5.123148962936433e-10,17.0,492.0,32.0
1.0,BBOX1,9.641839445230627e-10,10.0,492.0,13.0
1.0,CRABP1,9.641839445230627e-10,10.0,492.0,13.0
1.0,ACOT2,1.251214067046623e-09,12.0,492.0,18.0
1.0,BHMT,1.251214067046623e-09,12.0,492.0,18.0
1.0,DHCR7,1.251214067046623e-09,12.0,492.0,18.0
1.0,PNPO,1.251214067046623e-09,12.0,492.0,18.0
1.0,RNLS,1.251214067046623e-09,12.0,492.0,18.0
1.0,IDH1,1.788613849047452e-09,20.0,492.0,43.0
1.0,BDH1,2.162501448718847e-09,7.0,492.0,7.0
1.0,CYP20A1,2.162501448718847e-09,7.0,492.0,7.0
1.0,FAHD1,2.162501448718847e-09,7.0,492.0,7.0
1.0,FAXDC2,2.162501448718847e-09,7.0,492.0,7.0
1.0,HMGCLL1,2.162501448718847e-09,7.0,492.0,7.0
1.0,PRXL2B,2.162501448718847e-09,7.0,492.0,7.0
1.0,QSOX2,2.162501448718847e-09,7.0,492.0,7.0
1.0,UROD,2.162501448718847e-09,7.0,492.0,7.0
1.0,UROS,2.162501448718847e-09,7.0,492.0,7.0
1.0,ACAD10,2.1766844882195003e-09,9.0,492.0,11.0
1.0,ACAD11,2.1766844882195003e-09,9.0,492.0,11.0
1.0,ALKBH2,2.1766844882195003e-09,9.0,492.0,11.0
1.0,CS,2.1766844882195003e-09,9.0,492.0,11.0
1.0,DHTKD1,2.1766844882195003e-09,9.0,492.0,11.0
1.0,IYD,2.1766844882195003e-09,9.0,492.0,11.0
1.0,ACAD8,3.2164496926881894e-09,8.0,492.0,9.0
1.0,ADI1,3.2164496926881894e-09,8.0,492.0,9.0
1.0,BLVRA,3.2164496926881894e-09,8.0,492.0,9.0
1.0,COQ10A,3.2164496926881894e-09,8.0,492.0,9.0
1.0,COQ10B,3.2164496926881894e-09,8.0,492.0,9.0
1.0,DHDH,3.2164496926881894e-09,8.0,492.0,9.0
1.0,HIBADH,3.2164496926881894e-09,8.0,492.0,9.0
1.0,HPD,3.2164496926881894e-09,8.0,492.0,9.0
1.0,NDUFA11,3.2164496926881894e-09,8.0,492.0,9.0
1.0,NXN,3.2164496926881894e-09,8.0,492.0,9.0
1.0,PRODH2,3.2164496926881894e-09,8.0,492.0,9.0
1.0,DECR1,5.1790908389230205e-09,11.0,492.0,16.0
1.0,GRHPR,5.1790908389230205e-09,11.0,492.0,16.0
1.0,GOT2,5.489688142166293e-09,18.0,492.0,37.0
1.0,HAO1,1.2328276189178289e-08,12.0,492.0,19.0
1.0,PAOX,1.2328276189178289e-08,12.0,492.0,19.0
1.0,TPO,1.2328276189178289e-08,12.0,492.0,19.0
1.0,MT-CO1,1.717975326053063e-08,15.0,492.0,28.0
1.0,COX15,1.8133466958958806e-08,13.0,492.0,22.0
1.0,GSTM3,1.8133466958958806e-08,13.0,492.0,22.0
1.0,MMAA,1.8133466958958806e-08,13.0,492.0,22.0
