com,gene,pval_corrected,counts_in_com,com_size,total_gene_appearances
17.0,MYSM1,7.485431158211329e-26,6.0,66.0,18.0
17.0,USP17L24,7.485431158211329e-26,6.0,66.0,18.0
17.0,IMMP2L,4.994880975024153e-25,5.0,66.0,13.0
17.0,NRDC,4.994880975024153e-25,5.0,66.0,13.0
17.0,RNF144A,4.994880975024153e-25,5.0,66.0,13.0
17.0,RNF217,4.994880975024153e-25,5.0,66.0,13.0
17.0,USP45,4.994880975024153e-25,5.0,66.0,13.0
17.0,BRCC3,5.235405607966662e-25,8.0,66.0,32.0
17.0,DPEP1,5.384756790349709e-25,9.0,66.0,40.0
17.0,PRSS2,3.851457495837804e-24,6.0,66.0,19.0
17.0,SPG7,3.851457495837804e-24,6.0,66.0,19.0
17.0,USP28,3.851457495837804e-24,6.0,66.0,19.0
17.0,CTSA,5.048286249352443e-24,8.0,66.0,33.0
17.0,PDZRN3,6.923066006231239e-24,3.0,66.0,5.0
17.0,MMP3,1.976870487981433e-23,9.0,66.0,42.0
17.0,DZIP3,4.305440499509951e-23,4.0,66.0,9.0
17.0,GGTLC1,4.305440499509951e-23,4.0,66.0,9.0
17.0,GGTLC2,4.305440499509951e-23,4.0,66.0,9.0
17.0,GGTLC3,4.305440499509951e-23,4.0,66.0,9.0
17.0,GZMM,4.305440499509951e-23,4.0,66.0,9.0
17.0,HTRA4,4.305440499509951e-23,4.0,66.0,9.0
17.0,NAPSA,4.305440499509951e-23,4.0,66.0,9.0
17.0,RNF167,4.305440499509951e-23,4.0,66.0,9.0
17.0,ADAM12,8.57770160582523e-23,5.0,66.0,14.0
17.0,APEH,8.57770160582523e-23,5.0,66.0,14.0
17.0,ATG4B,8.57770160582523e-23,5.0,66.0,14.0
17.0,ATG4C,8.57770160582523e-23,5.0,66.0,14.0
17.0,RNF144B,8.57770160582523e-23,5.0,66.0,14.0
17.0,OMA1,1.3373650607111447e-22,6.0,66.0,20.0
17.0,UBXN1,1.3373650607111447e-22,6.0,66.0,20.0
17.0,UQCRC2,1.3373650607111447e-22,6.0,66.0,20.0
17.0,USP18,1.3373650607111447e-22,6.0,66.0,20.0
17.0,RNF168,2.127970561237177e-21,8.0,66.0,36.0
17.0,ADAMTS5,2.296283193159207e-21,7.0,66.0,28.0
17.0,AFG3L2,2.296283193159207e-21,7.0,66.0,28.0
17.0,CTSL,2.4124553563702666e-21,9.0,66.0,45.0
17.0,BACE2,3.3148352979085918e-21,6.0,66.0,21.0
17.0,NLN,3.3148352979085918e-21,6.0,66.0,21.0
17.0,USP30,3.3148352979085918e-21,6.0,66.0,21.0
17.0,ADAM2,7.430239453237523e-21,5.0,66.0,15.0
17.0,ADAM22,7.430239453237523e-21,5.0,66.0,15.0
17.0,ADAMTS14,7.430239453237523e-21,5.0,66.0,15.0
17.0,C1R,7.430239453237523e-21,5.0,66.0,15.0
17.0,PYDC1,7.430239453237523e-21,5.0,66.0,15.0
17.0,UBE4B,7.430239453237523e-21,5.0,66.0,15.0
17.0,COPS5,1.2835144009054707e-20,8.0,66.0,37.0
17.0,SIAH1,2.197923436267073e-20,7.0,66.0,29.0
17.0,ASRGL1,3.382327469148067e-20,4.0,66.0,10.0
17.0,HTRA3,3.382327469148067e-20,4.0,66.0,10.0
17.0,UBE3B,3.382327469148067e-20,4.0,66.0,10.0
17.0,UBE3C,3.382327469148067e-20,4.0,66.0,10.0
17.0,UBR3,3.382327469148067e-20,4.0,66.0,10.0
17.0,SENP1,6.14049060515148e-20,6.0,66.0,22.0
17.0,USP6,6.14049060515148e-20,6.0,66.0,22.0
17.0,UHRF1,1.810094927376423e-19,7.0,66.0,30.0
17.0,RNF19A,3.690488443312568e-19,5.0,66.0,16.0
17.0,CDYL2,5.350786177458704e-19,3.0,66.0,6.0
17.0,FANCL,5.350786177458704e-19,3.0,66.0,6.0
17.0,FBXL6,5.350786177458704e-19,3.0,66.0,6.0
17.0,GID4,5.350786177458704e-19,3.0,66.0,6.0
17.0,ING1,5.350786177458704e-19,3.0,66.0,6.0
17.0,KCMF1,5.350786177458704e-19,3.0,66.0,6.0
17.0,MARCH1,5.350786177458704e-19,3.0,66.0,6.0
17.0,RNF13,5.350786177458704e-19,3.0,66.0,6.0
17.0,RNF133,5.350786177458704e-19,3.0,66.0,6.0
17.0,RNF148,5.350786177458704e-19,3.0,66.0,6.0
17.0,RNF150,5.350786177458704e-19,3.0,66.0,6.0
17.0,RNF215,5.350786177458704e-19,3.0,66.0,6.0
17.0,SOBP,5.350786177458704e-19,3.0,66.0,6.0
17.0,SPIN1,5.350786177458704e-19,3.0,66.0,6.0
17.0,UBAP1L,5.350786177458704e-19,3.0,66.0,6.0
17.0,UBE2QL1,5.350786177458704e-19,3.0,66.0,6.0
17.0,UBL7,5.350786177458704e-19,3.0,66.0,6.0
17.0,UBQLN3,5.350786177458704e-19,3.0,66.0,6.0
17.0,UBQLNL,5.350786177458704e-19,3.0,66.0,6.0
17.0,UBXN11,5.350786177458704e-19,3.0,66.0,6.0
17.0,ZNRF4,5.350786177458704e-19,3.0,66.0,6.0
17.0,CES1,8.829766321696462e-19,6.0,66.0,23.0
17.0,USP10,8.829766321696462e-19,6.0,66.0,23.0
17.0,USP3,8.829766321696462e-19,6.0,66.0,23.0
17.0,YME1L1,8.829766321696462e-19,6.0,66.0,23.0
17.0,BMP1,1.3013767649373172e-18,7.0,66.0,31.0
17.0,UBR5,1.3013767649373172e-18,7.0,66.0,31.0
17.0,CTSK,7.074751354365524e-18,8.0,66.0,41.0
17.0,HPR,7.936944032416841e-18,4.0,66.0,11.0
17.0,KLK14,7.936944032416841e-18,4.0,66.0,11.0
17.0,OTUD3,7.936944032416841e-18,4.0,66.0,11.0
17.0,PROZ,7.936944032416841e-18,4.0,66.0,11.0
17.0,TMEM59,7.936944032416841e-18,4.0,66.0,11.0
17.0,USP43,7.936944032416841e-18,4.0,66.0,11.0
17.0,VCPIP1,7.936944032416841e-18,4.0,66.0,11.0
17.0,ADAM15,1.0172600403234904e-17,6.0,66.0,24.0
17.0,ADAMTS1,1.0172600403234904e-17,6.0,66.0,24.0
17.0,CARD18,1.0172600403234904e-17,6.0,66.0,24.0
17.0,CGB3,1.15927794954852e-17,5.0,66.0,17.0
17.0,COPS4,1.15927794954852e-17,5.0,66.0,17.0
17.0,OTUD4,1.15927794954852e-17,5.0,66.0,17.0
17.0,RHBDD1,1.15927794954852e-17,5.0,66.0,17.0
17.0,USP33,4.701836031933972e-17,7.0,66.0,33.0
17.0,ARIH2,9.642449752623849e-17,6.0,66.0,25.0
17.0,TOLLIP,9.642449752623849e-17,6.0,66.0,25.0
17.0,TRIM72,9.642449752623849e-17,6.0,66.0,25.0
17.0,CUZD1,1.0322630541220785e-16,2.0,66.0,3.0
17.0,DESI1,1.0322630541220785e-16,2.0,66.0,3.0
17.0,HPF1,1.0322630541220785e-16,2.0,66.0,3.0
17.0,ILRUN,1.0322630541220785e-16,2.0,66.0,3.0
17.0,MARCH4,1.0322630541220785e-16,2.0,66.0,3.0
17.0,MARCH8,1.0322630541220785e-16,2.0,66.0,3.0
17.0,CAPN1,2.4130551001693185e-16,7.0,66.0,34.0
17.0,F9,2.4856081443347884e-16,5.0,66.0,18.0
17.0,PLAT,2.4856081443347884e-16,5.0,66.0,18.0
17.0,PRSS3,2.4856081443347884e-16,5.0,66.0,18.0
17.0,SIAH3,2.4856081443347884e-16,5.0,66.0,18.0
17.0,TMPRSS6,2.4856081443347884e-16,5.0,66.0,18.0
17.0,PPIL2,7.522389758394666e-16,4.0,66.0,12.0
17.0,RHBDD3,7.522389758394666e-16,4.0,66.0,12.0
17.0,TRIM2,7.522389758394666e-16,4.0,66.0,12.0
17.0,TRIM3,7.522389758394666e-16,4.0,66.0,12.0
17.0,UBE2F,7.522389758394666e-16,4.0,66.0,12.0
17.0,UBE2L6,7.690912003830083e-16,6.0,66.0,26.0
17.0,CAPN2,1.2703587109721845e-15,8.0,66.0,45.0
17.0,ADAM8,1.3184503647748422e-15,9.0,66.0,56.0
17.0,ATG4D,1.6774607016034039e-15,3.0,66.0,7.0
17.0,DPPA3,1.6774607016034039e-15,3.0,66.0,7.0
17.0,PHF13,1.6774607016034039e-15,3.0,66.0,7.0
17.0,RNF11,1.6774607016034039e-15,3.0,66.0,7.0
17.0,SENP3,1.6774607016034039e-15,3.0,66.0,7.0
17.0,UBE3D,1.6774607016034039e-15,3.0,66.0,7.0
17.0,TNFAIP3,2.8746580725634367e-15,12.0,66.0,96.0
17.0,ADAMTS7,3.863403976088785e-15,5.0,66.0,19.0
17.0,CASP4,3.863403976088785e-15,5.0,66.0,19.0
17.0,PLAU,3.863403976088785e-15,5.0,66.0,19.0
17.0,CTSS,4.038711459793333e-15,8.0,66.0,46.0
17.0,ATXN3,5.261632838888863e-15,6.0,66.0,27.0
17.0,CLTRN,5.261632838888863e-15,6.0,66.0,27.0
17.0,PCSK6,5.261632838888863e-15,6.0,66.0,27.0
17.0,RNF185,5.261632838888863e-15,6.0,66.0,27.0
17.0,USP46,5.261632838888863e-15,6.0,66.0,27.0
17.0,ADAMTS9,3.138667949513509e-14,6.0,66.0,28.0
17.0,RNF111,3.138667949513509e-14,6.0,66.0,28.0
17.0,SHARPIN,3.138667949513509e-14,6.0,66.0,28.0
17.0,SIAH2,3.138667949513509e-14,6.0,66.0,28.0
17.0,USP14,3.138667949513509e-14,6.0,66.0,28.0
17.0,HPN,3.532581177794191e-14,8.0,66.0,48.0
17.0,ANKZF1,3.548611877388211e-14,4.0,66.0,13.0
17.0,CFB,3.548611877388211e-14,4.0,66.0,13.0
17.0,CFI,3.548611877388211e-14,4.0,66.0,13.0
17.0,CLPP,3.548611877388211e-14,4.0,66.0,13.0
17.0,MST1L,3.548611877388211e-14,4.0,66.0,13.0
17.0,TMPRSS3,3.548611877388211e-14,4.0,66.0,13.0
17.0,UBE2U,3.548611877388211e-14,4.0,66.0,13.0
17.0,UFSP2,3.548611877388211e-14,4.0,66.0,13.0
17.0,CASP6,4.567983292750847e-14,5.0,66.0,20.0
17.0,CASP7,4.567983292750847e-14,5.0,66.0,20.0
17.0,TYSND1,4.567983292750847e-14,5.0,66.0,20.0
17.0,USP7,7.085786352234623e-14,7.0,66.0,38.0
17.0,USP9X,7.085786352234623e-14,7.0,66.0,38.0
17.0,CAPN10,1.6557683178634491e-13,6.0,66.0,29.0
17.0,MARCH7,1.6557683178634491e-13,6.0,66.0,29.0
17.0,YOD1,1.6557683178634491e-13,6.0,66.0,29.0
17.0,ADAMTS18,4.272064227204645e-13,5.0,66.0,21.0
17.0,KLK3,4.272064227204645e-13,5.0,66.0,21.0
17.0,USP21,4.272064227204645e-13,5.0,66.0,21.0
17.0,FBXL17,7.084447397477298e-13,3.0,66.0,8.0
17.0,FBXL21P,7.084447397477298e-13,3.0,66.0,8.0
17.0,GLYR1,7.084447397477298e-13,3.0,66.0,8.0
17.0,NHLRC3,7.084447397477298e-13,3.0,66.0,8.0
17.0,RNF121,7.084447397477298e-13,3.0,66.0,8.0
17.0,RNF149,7.084447397477298e-13,3.0,66.0,8.0
17.0,RNF175,7.084447397477298e-13,3.0,66.0,8.0
17.0,TRIM59,7.084447397477298e-13,3.0,66.0,8.0
17.0,USP2,7.820083387966674e-13,6.0,66.0,30.0
17.0,CELA1,9.673652165585942e-13,4.0,66.0,14.0
17.0,CFD,9.673652165585942e-13,4.0,66.0,14.0
17.0,DCUN1D3,9.673652165585942e-13,4.0,66.0,14.0
17.0,L3MBTL2,9.673652165585942e-13,4.0,66.0,14.0
17.0,UBE2D4,9.673652165585942e-13,4.0,66.0,14.0
17.0,UBE2O,9.673652165585942e-13,4.0,66.0,14.0
17.0,ACR,3.262676414497043e-12,5.0,66.0,22.0
17.0,CARD17,3.262676414497043e-12,5.0,66.0,22.0
17.0,KLK7,3.262676414497043e-12,5.0,66.0,22.0
17.0,AC022966.1,3.3421207454652512e-12,6.0,66.0,31.0
17.0,ADAMTS8,3.3421207454652512e-12,6.0,66.0,31.0
17.0,CTSB,3.3421207454652512e-12,6.0,66.0,31.0
17.0,HERC2,3.3421207454652512e-12,6.0,66.0,31.0
17.0,USP47,3.3421207454652512e-12,6.0,66.0,31.0
17.0,UFD1,7.057283944354233e-12,7.0,66.0,42.0
17.0,FBXO24,1.0634168203902873e-11,1.0,66.0,1.0
17.0,G2E3,1.0634168203902873e-11,1.0,66.0,1.0
17.0,HERC2P3,1.0634168203902873e-11,1.0,66.0,1.0
17.0,MINDY4B,1.0634168203902873e-11,1.0,66.0,1.0
17.0,RNF141,1.0634168203902873e-11,1.0,66.0,1.0
17.0,RNF208,1.0634168203902873e-11,1.0,66.0,1.0
17.0,RNF214,1.0634168203902873e-11,1.0,66.0,1.0
17.0,RNF38,1.0634168203902873e-11,1.0,66.0,1.0
17.0,TM4SF20,1.0634168203902873e-11,1.0,66.0,1.0
17.0,UFC1,1.0634168203902873e-11,1.0,66.0,1.0
17.0,WDSUB1,1.0634168203902873e-11,1.0,66.0,1.0
17.0,YAE1,1.0634168203902873e-11,1.0,66.0,1.0
17.0,BIRC8,1.7002251446313555e-11,4.0,66.0,15.0
17.0,C1S,1.7002251446313555e-11,4.0,66.0,15.0
17.0,PRSS8,1.7002251446313555e-11,4.0,66.0,15.0
17.0,ST14,1.7002251446313555e-11,4.0,66.0,15.0
17.0,F12,2.0892392808889164e-11,5.0,66.0,23.0
17.0,USP19,2.0892392808889164e-11,5.0,66.0,23.0
17.0,USP44,2.0892392808889164e-11,5.0,66.0,23.0
17.0,AC087289.1,2.909907224916779e-11,2.0,66.0,4.0
17.0,BRD9,2.909907224916779e-11,2.0,66.0,4.0
17.0,FANCF,2.909907224916779e-11,2.0,66.0,4.0
17.0,FKRP,2.909907224916779e-11,2.0,66.0,4.0
17.0,KIAA1586,2.909907224916779e-11,2.0,66.0,4.0
17.0,LACTB,2.909907224916779e-11,2.0,66.0,4.0
17.0,MARCH2,2.909907224916779e-11,2.0,66.0,4.0
17.0,NEURL2,2.909907224916779e-11,2.0,66.0,4.0
17.0,RAG2,4.6902413788144956e-11,6.0,66.0,33.0
17.0,RNF125,4.6902413788144956e-11,6.0,66.0,33.0
17.0,FBXO30,7.854853412399688e-11,3.0,66.0,9.0
17.0,FBXO40,7.854853412399688e-11,3.0,66.0,9.0
17.0,LRWD1,7.854853412399688e-11,3.0,66.0,9.0
17.0,RNF130,7.854853412399688e-11,3.0,66.0,9.0
17.0,RNF169,7.854853412399688e-11,3.0,66.0,9.0
17.0,RNF186,7.854853412399688e-11,3.0,66.0,9.0
17.0,TDRD3,7.854853412399688e-11,3.0,66.0,9.0
17.0,TNP2,7.854853412399688e-11,3.0,66.0,9.0
17.0,UBE2Q1,7.854853412399688e-11,3.0,66.0,9.0
17.0,UHRF2,7.854853412399688e-11,3.0,66.0,9.0
17.0,ZNRF1,7.854853412399688e-11,3.0,66.0,9.0
17.0,ZSWIM2,7.854853412399688e-11,3.0,66.0,9.0
17.0,HTRA1,1.1466419825492196e-10,5.0,66.0,24.0
17.0,MMP9,1.1925915520502746e-10,9.0,66.0,71.0
17.0,COP1,2.0916182733486011e-10,4.0,66.0,16.0
17.0,EIF3F,2.0916182733486011e-10,4.0,66.0,16.0
17.0,GZMA,2.0916182733486011e-10,4.0,66.0,16.0
17.0,RBBP6,2.0916182733486011e-10,4.0,66.0,16.0
17.0,UBE2H,2.0916182733486011e-10,4.0,66.0,16.0
17.0,UBE2R2,2.0916182733486011e-10,4.0,66.0,16.0
17.0,FURIN,2.1544435141509577e-10,9.0,66.0,72.0
17.0,ZMPSTE24,3.8591745188279735e-10,8.0,66.0,59.0
17.0,CASP2,4.870020920694408e-10,6.0,66.0,35.0
17.0,CBX4,4.870020920694408e-10,6.0,66.0,35.0
17.0,UBE2K,4.870020920694408e-10,6.0,66.0,35.0
17.0,ADAMTS16,5.494324792995166e-10,5.0,66.0,25.0
17.0,PLG,1.4237575244091766e-09,6.0,66.0,36.0
17.0,LTN1,1.9178195818608934e-09,4.0,66.0,17.0
17.0,MASP2,1.9178195818608934e-09,4.0,66.0,17.0
17.0,PARL,1.9178195818608934e-09,4.0,66.0,17.0
17.0,PIP,1.9178195818608934e-09,4.0,66.0,17.0
17.0,UBR1,1.9178195818608934e-09,4.0,66.0,17.0
17.0,CASP10,2.33472733342058e-09,5.0,66.0,26.0
17.0,TSHB,2.33472733342058e-09,5.0,66.0,26.0
17.0,CHFR,3.4126520167281815e-09,3.0,66.0,10.0
17.0,GGH,3.4126520167281815e-09,3.0,66.0,10.0
17.0,MSL3,3.4126520167281815e-09,3.0,66.0,10.0
17.0,RNF115,3.4126520167281815e-09,3.0,66.0,10.0
17.0,RNF165,3.4126520167281815e-09,3.0,66.0,10.0
17.0,MMP12,3.639568275897038e-09,7.0,66.0,49.0
17.0,USP17L2,3.639568275897038e-09,7.0,66.0,49.0
17.0,CARD16,3.928311673178187e-09,6.0,66.0,37.0
17.0,USP8,3.928311673178187e-09,6.0,66.0,37.0
17.0,ESPL1,8.916146537473107e-09,5.0,66.0,27.0
17.0,KLK5,8.916146537473107e-09,5.0,66.0,27.0
17.0,MBTPS2,8.916146537473107e-09,5.0,66.0,27.0
17.0,RNF139,8.916146537473107e-09,5.0,66.0,27.0
17.0,UIMC1,8.916146537473107e-09,5.0,66.0,27.0
17.0,F7,1.0275919833975492e-08,6.0,66.0,38.0
17.0,RNF8,1.0275919833975492e-08,6.0,66.0,38.0
17.0,ALG13,1.3763007590403447e-08,4.0,66.0,18.0
17.0,RNF146,1.3763007590403447e-08,4.0,66.0,18.0
17.0,UBE2G1,1.3763007590403447e-08,4.0,66.0,18.0
17.0,UBE3A,1.3763007590403447e-08,4.0,66.0,18.0
17.0,USP50,1.3763007590403447e-08,4.0,66.0,18.0
17.0,ZMYND11,1.3763007590403447e-08,4.0,66.0,18.0
17.0,RAD23B,3.095251069523419e-08,5.0,66.0,28.0
17.0,AMN1,5.550307215619026e-08,2.0,66.0,5.0
17.0,BRD3,5.550307215619026e-08,2.0,66.0,5.0
17.0,CBLL2,5.550307215619026e-08,2.0,66.0,5.0
17.0,FBXO48,5.550307215619026e-08,2.0,66.0,5.0
17.0,HERC3,5.550307215619026e-08,2.0,66.0,5.0
17.0,HERC4,5.550307215619026e-08,2.0,66.0,5.0
17.0,LRRC29,5.550307215619026e-08,2.0,66.0,5.0
17.0,MBOAT4,5.550307215619026e-08,2.0,66.0,5.0
17.0,RMND5A,5.550307215619026e-08,2.0,66.0,5.0
17.0,RMND5B,5.550307215619026e-08,2.0,66.0,5.0
17.0,RNF181,5.550307215619026e-08,2.0,66.0,5.0
17.0,SH3RF3,5.550307215619026e-08,2.0,66.0,5.0
17.0,TTC3,5.550307215619026e-08,2.0,66.0,5.0
17.0,ZNRF2,5.550307215619026e-08,2.0,66.0,5.0
17.0,AGA,7.497465787819031e-08,3.0,66.0,11.0
17.0,AREL1,7.497465787819031e-08,3.0,66.0,11.0
17.0,CDYL,7.497465787819031e-08,3.0,66.0,11.0
17.0,FBXL12,7.497465787819031e-08,3.0,66.0,11.0
17.0,FBXL22,7.497465787819031e-08,3.0,66.0,11.0
17.0,FBXL8,7.497465787819031e-08,3.0,66.0,11.0
17.0,GPR119,7.497465787819031e-08,3.0,66.0,11.0
17.0,PYGO1,7.497465787819031e-08,3.0,66.0,11.0
17.0,TMEM129,7.497465787819031e-08,3.0,66.0,11.0
17.0,UBE2L5,7.497465787819031e-08,3.0,66.0,11.0
17.0,WDR48,7.497465787819031e-08,3.0,66.0,11.0
17.0,BIRC7,8.034617230627815e-08,4.0,66.0,19.0
17.0,C2,8.034617230627815e-08,4.0,66.0,19.0
17.0,NHLRC1,8.034617230627815e-08,4.0,66.0,19.0
17.0,UBE2W,8.034617230627815e-08,4.0,66.0,19.0
17.0,ADAMTS12,9.864328429257387e-08,5.0,66.0,29.0
17.0,DNAJB2,9.864328429257387e-08,5.0,66.0,29.0
17.0,KEL,9.864328429257387e-08,5.0,66.0,29.0
17.0,PRPF19,9.864328429257387e-08,5.0,66.0,29.0
17.0,USP22,9.864328429257387e-08,5.0,66.0,29.0
17.0,F3,2.910704005825981e-07,5.0,66.0,30.0
17.0,RAD23A,2.910704005825981e-07,5.0,66.0,30.0
17.0,CTSC,3.0460570106187485e-07,6.0,66.0,42.0
17.0,PSEN2,3.0460570106187485e-07,6.0,66.0,42.0
17.0,GGT3P,3.9353176422176683e-07,4.0,66.0,20.0
17.0,KLK8,3.9353176422176683e-07,4.0,66.0,20.0
17.0,LPA,3.9353176422176683e-07,4.0,66.0,20.0
17.0,PGC,3.9353176422176683e-07,4.0,66.0,20.0
17.0,WDR81,3.9353176422176683e-07,4.0,66.0,20.0
17.0,AUP1,9.873557076019592e-07,3.0,66.0,12.0
17.0,DCST1,9.873557076019592e-07,3.0,66.0,12.0
17.0,NCAPD3,9.873557076019592e-07,3.0,66.0,12.0
17.0,PWP1,9.873557076019592e-07,3.0,66.0,12.0
17.0,RLIM,9.873557076019592e-07,3.0,66.0,12.0
17.0,RNF103,9.873557076019592e-07,3.0,66.0,12.0
17.0,UBE2E2,9.873557076019592e-07,3.0,66.0,12.0
17.0,UBE2E3,9.873557076019592e-07,3.0,66.0,12.0
17.0,UBE2Q2,9.873557076019592e-07,3.0,66.0,12.0
17.0,ZMYM2,9.873557076019592e-07,3.0,66.0,12.0
17.0,TRIM32,1.2200611394964347e-06,7.0,66.0,58.0
17.0,BIRC6,1.6581399138095332e-06,4.0,66.0,21.0
17.0,CLC,1.6581399138095332e-06,4.0,66.0,21.0
17.0,F10,1.6581399138095332e-06,4.0,66.0,21.0
17.0,MASP1,1.6581399138095332e-06,4.0,66.0,21.0
17.0,OTULIN,1.6581399138095332e-06,4.0,66.0,21.0
17.0,USP4,1.6581399138095332e-06,4.0,66.0,21.0
17.0,LONP2,2.070360365831283e-06,5.0,66.0,32.0
17.0,RNF5,2.070360365831283e-06,5.0,66.0,32.0
17.0,BIRC2,3.351697579624969e-06,8.0,66.0,76.0
17.0,ANAPC11,5.011956549061315e-06,6.0,66.0,46.0
17.0,CBLC,5.052099212760784e-06,5.0,66.0,33.0
17.0,RNF14,5.052099212760784e-06,5.0,66.0,33.0
17.0,GGT6,6.134519626738171e-06,4.0,66.0,22.0
17.0,CGB5,8.671102849170365e-06,2.0,66.0,6.0
17.0,CGB8,8.671102849170365e-06,2.0,66.0,6.0
17.0,FGL2,8.671102849170365e-06,2.0,66.0,6.0
17.0,LDLRAD3,8.671102849170365e-06,2.0,66.0,6.0
17.0,MSL2,8.671102849170365e-06,2.0,66.0,6.0
17.0,NOSIP,8.671102849170365e-06,2.0,66.0,6.0
17.0,PJA1,8.671102849170365e-06,2.0,66.0,6.0
17.0,RNF220,8.671102849170365e-06,2.0,66.0,6.0
17.0,UBXN7,8.671102849170365e-06,2.0,66.0,6.0
17.0,ABRAXAS2,8.768684103462699e-06,3.0,66.0,13.0
17.0,ACY1,8.768684103462699e-06,3.0,66.0,13.0
17.0,CDY1,8.768684103462699e-06,3.0,66.0,13.0
17.0,CDY1B,8.768684103462699e-06,3.0,66.0,13.0
17.0,ING3,8.768684103462699e-06,3.0,66.0,13.0
17.0,MGRN1,8.768684103462699e-06,3.0,66.0,13.0
17.0,NFX1,8.768684103462699e-06,3.0,66.0,13.0
17.0,PCSK1N,8.768684103462699e-06,3.0,66.0,13.0
17.0,RNF26,8.768684103462699e-06,3.0,66.0,13.0
17.0,SCG5,8.768684103462699e-06,3.0,66.0,13.0
17.0,SGF29,8.768684103462699e-06,3.0,66.0,13.0
17.0,TINAGL1,8.768684103462699e-06,3.0,66.0,13.0
17.0,UBQLN4,8.768684103462699e-06,3.0,66.0,13.0
17.0,UBR4,8.768684103462699e-06,3.0,66.0,13.0
17.0,ZFAND6,8.768684103462699e-06,3.0,66.0,13.0
17.0,SQSTM1,1.504086990578788e-05,7.0,66.0,63.0
17.0,ATXN3L,2.0267721440618736e-05,4.0,66.0,23.0
17.0,HP,2.0267721440618736e-05,4.0,66.0,23.0
17.0,PHF2,2.0267721440618736e-05,4.0,66.0,23.0
17.0,RCHY1,2.0267721440618736e-05,4.0,66.0,23.0
17.0,TRIM13,2.0267721440618736e-05,4.0,66.0,23.0
17.0,TRIM58,2.0267721440618736e-05,4.0,66.0,23.0
17.0,UBA2,2.0267721440618736e-05,4.0,66.0,23.0
17.0,UBE2A,2.0267721440618736e-05,4.0,66.0,23.0
17.0,UBE2S,2.0267721440618736e-05,4.0,66.0,23.0
17.0,VHL,2.0267721440618736e-05,4.0,66.0,23.0
17.0,BACE1,2.583014532355015e-05,5.0,66.0,35.0
17.0,LHB,2.583014532355015e-05,5.0,66.0,35.0
17.0,PDIA3,2.583014532355015e-05,5.0,66.0,35.0
17.0,RNF4,3.0340014333763056e-05,6.0,66.0,49.0
17.0,CYLD,5.653402726096434e-05,7.0,66.0,66.0
17.0,DPP6,5.712963616119114e-05,3.0,66.0,14.0
17.0,TP53INP2,5.712963616119114e-05,3.0,66.0,14.0
17.0,AMFR,6.064827569904265e-05,4.0,66.0,24.0
17.0,CASP8AP2,6.064827569904265e-05,4.0,66.0,24.0
17.0,KDM7A,6.064827569904265e-05,4.0,66.0,24.0
17.0,RBCK1,6.064827569904265e-05,4.0,66.0,24.0
17.0,UBR2,6.064827569904265e-05,4.0,66.0,24.0
17.0,WWP1,6.064827569904265e-05,4.0,66.0,24.0
17.0,LGMN,8.95922704975897e-05,6.0,66.0,51.0
17.0,GGT1,0.0001107679282897702,5.0,66.0,37.0
17.0,CAPN3,0.00014922309391936738,6.0,66.0,52.0
17.0,HUWE1,0.00016632858874464148,4.0,66.0,25.0
17.0,L3MBTL1,0.00016632858874464148,4.0,66.0,25.0
17.0,RAD18,0.00016632858874464148,4.0,66.0,25.0
17.0,UBE2Z,0.00016632858874464148,4.0,66.0,25.0
17.0,UCHL5,0.00016632858874464148,4.0,66.0,25.0
17.0,FSHB,0.0002166092144926013,5.0,66.0,38.0
17.0,CASP1,0.00024380390056017354,6.0,66.0,53.0
17.0,BFAR,0.00029045718806081143,3.0,66.0,15.0
17.0,BPTF,0.00029045718806081143,3.0,66.0,15.0
17.0,CLN5,0.00029045718806081143,3.0,66.0,15.0
17.0,EIF3H,0.00029045718806081143,3.0,66.0,15.0
17.0,FBXL18,0.00029045718806081143,3.0,66.0,15.0
17.0,MPHOSPH8,0.00029045718806081143,3.0,66.0,15.0
17.0,RNF216,0.00029045718806081143,3.0,66.0,15.0
17.0,ASB12,0.0003234604537177923,2.0,66.0,7.0
17.0,DMAC2,0.0003234604537177923,2.0,66.0,7.0
17.0,KCTD2,0.0003234604537177923,2.0,66.0,7.0
17.0,MED11,0.0003234604537177923,2.0,66.0,7.0
17.0,RNF138,0.0003234604537177923,2.0,66.0,7.0
17.0,RNF187,0.0003234604537177923,2.0,66.0,7.0
17.0,SPSB3,0.0003234604537177923,2.0,66.0,7.0
17.0,TRIM17,0.0003234604537177923,2.0,66.0,7.0
17.0,RAG1,0.00040930657637147194,5.0,66.0,39.0
17.0,CUL2,0.0004222849163190563,4.0,66.0,26.0
17.0,GZMB,0.0004222849163190563,4.0,66.0,26.0
17.0,LONP1,0.0004222849163190563,4.0,66.0,26.0
17.0,WWP2,0.0004222849163190563,4.0,66.0,26.0
17.0,GGT7,0.0010010264829236968,4.0,66.0,27.0
17.0,MST1,0.0010010264829236968,4.0,66.0,27.0
17.0,DPP10,0.0012070547514709507,3.0,66.0,16.0
17.0,FBXL3,0.0012070547514709507,3.0,66.0,16.0
17.0,FBXO6,0.0012070547514709507,3.0,66.0,16.0
17.0,HACE1,0.0012070547514709507,3.0,66.0,16.0
17.0,ING4,0.0012070547514709507,3.0,66.0,16.0
17.0,NBR1,0.0012070547514709507,3.0,66.0,16.0
